product_id,category,base_price,raw_description,image_path
PRD-0028,Home & Kitchen,67.36,"Super okazja! Produkt PRD-0028. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0028.jpg
PRD-0029,Fashion,80.07,"Super okazja! Produkt PRD-0029. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0029.jpg
PRD-0030,Fashion,383.14,"Super okazja! Produkt PRD-0030. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0030.jpg
PRD-0031,Automotive,312.93,"Super okazja! Produkt PRD-0031. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0031.jpg
PRD-0032,Fashion,59.55,"Super okazja! Produkt PRD-0032. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0032.jpg
PRD-0033,Fashion,51.21,"Super okazja! Produkt PRD-0033. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0033.jpg
PRD-0034,Electronics,353.47,"Super okazja! Produkt PRD-0034. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0034.jpg
PRD-0035,Automotive,45.65,"Super okazja! Produkt PRD-0035. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0035.jpg
PRD-0036,Industrial,412.71,"Super okazja! Produkt PRD-0036. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0036.jpg
PRD-0037,Automotive,356.06,"Super okazja! Produkt PRD-0037. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0037.jpg
PRD-0038,Industrial,49.86,"Super okazja! Produkt PRD-0038. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0038.jpg
PRD-0039,Electronics,51.57,"Super okazja! Produkt PRD-0039. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0039.jpg
PRD-0040,Home & Kitchen,493.45,"Super okazja! Produkt PRD-0040. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0040.jpg
PRD-0041,Fashion,193.39,"Super okazja! Produkt PRD-0041. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0041.jpg
PRD-0042,Electronics,191.61,"Super okazja! Produkt PRD-0042. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0042.jpg
PRD-0043,Fashion,408.27,"Super okazja! Produkt PRD-0043. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0043.jpg
PRD-0044,Home & Kitchen,474.15,"Super okazja! Produkt PRD-0044. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0044.jpg
PRD-0045,Home & Kitchen,493.14,"Super okazja! Produkt PRD-0045. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0045.jpg
PRD-0046,Electronics,379.16,"Super okazja! Produkt PRD-0046. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0046.jpg
PRD-0047,Home & Kitchen,194.37,"Super okazja! Produkt PRD-0047. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0047.jpg
PRD-0048,Industrial,50.92,"Super okazja! Produkt PRD-0048. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0048.jpg
PRD-0049,Home & Kitchen,390.8,"Super okazja! Produkt PRD-0049. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0049.jpg
PRD-0050,Fashion,283.62,"Super okazja! Produkt PRD-0050. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0050.jpg
PRD-0051,Fashion,217.87,"Super okazja! Produkt PRD-0051. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0051.jpg
PRD-0052,Fashion,454.11,"Super okazja! Produkt PRD-0052. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0052.jpg
PRD-0053,Fashion,64.49,"Super okazja! Produkt PRD-0053. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0053.jpg
PRD-0054,Industrial,251.39,"Super okazja! Produkt PRD-0054. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0054.jpg
PRD-0055,Automotive,15.56,"Super okazja! Produkt PRD-0055. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0055.jpg
PRD-0056,Electronics,239.64,"Super okazja! Produkt PRD-0056. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0056.jpg
PRD-0057,Fashion,37.59,"Super okazja! Produkt PRD-0057. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0057.jpg
PRD-0058,Home & Kitchen,68.22,"Super okazja! Produkt PRD-0058. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0058.jpg
PRD-0059,Fashion,67.59,"Super okazja! Produkt PRD-0059. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0059.jpg
PRD-0060,Home & Kitchen,328.11,"Super okazja! Produkt PRD-0060. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0060.jpg
PRD-0061,Home & Kitchen,375.56,"Super okazja! Produkt PRD-0061. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0061.jpg
PRD-0062,Fashion,295.85,"Super okazja! Produkt PRD-0062. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0062.jpg
PRD-0063,Industrial,481.46,"Super okazja! Produkt PRD-0063. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0063.jpg
PRD-0064,Home & Kitchen,193.69,"Super okazja! Produkt PRD-0064. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0064.jpg
PRD-0065,Home & Kitchen,150.0,"Super okazja! Produkt PRD-0065. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0065.jpg
PRD-0066,Fashion,435.61,"Super okazja! Produkt PRD-0066. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0066.jpg
PRD-0067,Home & Kitchen,119.56,"Super okazja! Produkt PRD-0067. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0067.jpg
PRD-0068,Home & Kitchen,481.98,"Super okazja! Produkt PRD-0068. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0068.jpg
PRD-0069,Fashion,15.96,"Super okazja! Produkt PRD-0069. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0069.jpg
PRD-0070,Fashion,485.24,"Super okazja! Produkt PRD-0070. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0070.jpg
PRD-0071,Electronics,31.15,"Super okazja! Produkt PRD-0071. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0071.jpg
PRD-0072,Industrial,446.66,"Super okazja! Produkt PRD-0072. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0072.jpg
PRD-0073,Industrial,268.57,"Super okazja! Produkt PRD-0073. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0073.jpg
PRD-0074,Home & Kitchen,496.55,"Super okazja! Produkt PRD-0074. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0074.jpg
PRD-0075,Industrial,46.16,"Super okazja! Produkt PRD-0075. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0075.jpg
PRD-0076,Home & Kitchen,281.39,"Super okazja! Produkt PRD-0076. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0076.jpg
PRD-0077,Electronics,484.96,"Super okazja! Produkt PRD-0077. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0077.jpg
PRD-0078,Fashion,266.32,"Super okazja! Produkt PRD-0078. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0078.jpg
PRD-0079,Fashion,318.41,"Super okazja! Produkt PRD-0079. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0079.jpg
PRD-0080,Fashion,350.92,"Super okazja! Produkt PRD-0080. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0080.jpg
PRD-0081,Industrial,232.73,"Super okazja! Produkt PRD-0081. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0081.jpg
PRD-0082,Electronics,317.5,"Super okazja! Produkt PRD-0082. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0082.jpg
PRD-0083,Industrial,296.31,"Super okazja! Produkt PRD-0083. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0083.jpg
PRD-0084,Industrial,451.57,"Super okazja! Produkt PRD-0084. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0084.jpg
PRD-0085,Electronics,32.27,"Super okazja! Produkt PRD-0085. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0085.jpg
PRD-0086,Electronics,147.67,"Super okazja! Produkt PRD-0086. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0086.jpg
PRD-0087,Electronics,475.7,"Super okazja! Produkt PRD-0087. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0087.jpg
PRD-0088,Electronics,446.23,"Super okazja! Produkt PRD-0088. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0088.jpg
PRD-0089,Fashion,233.27,"Super okazja! Produkt PRD-0089. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0089.jpg
PRD-0090,Automotive,313.86,"Super okazja! Produkt PRD-0090. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0090.jpg
PRD-0091,Automotive,145.92,"Super okazja! Produkt PRD-0091. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0091.jpg
PRD-0092,Electronics,102.18,"Super okazja! Produkt PRD-0092. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0092.jpg
PRD-0093,Automotive,237.21,"Super okazja! Produkt PRD-0093. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0093.jpg
PRD-0094,Automotive,183.14,"Super okazja! Produkt PRD-0094. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0094.jpg
PRD-0095,Electronics,295.99,"Super okazja! Produkt PRD-0095. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0095.jpg
PRD-0096,Automotive,48.09,"Super okazja! Produkt PRD-0096. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0096.jpg
PRD-0097,Industrial,487.45,"Super okazja! Produkt PRD-0097. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0097.jpg
PRD-0098,Home & Kitchen,493.24,"Super okazja! Produkt PRD-0098. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0098.jpg
PRD-0099,Home & Kitchen,352.1,"Super okazja! Produkt PRD-0099. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0099.jpg
PRD-0100,Electronics,272.69,"Super okazja! Produkt PRD-0100. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0100.jpg
PRD-0101,Fashion,161.67,"Super okazja! Produkt PRD-0101. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0101.jpg
PRD-0102,Electronics,408.76,"Super okazja! Produkt PRD-0102. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0102.jpg
PRD-0103,Fashion,345.52,"Super okazja! Produkt PRD-0103. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0103.jpg
PRD-0104,Home & Kitchen,89.68,"Super okazja! Produkt PRD-0104. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0104.jpg
PRD-0105,Electronics,456.35,"Super okazja! Produkt PRD-0105. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0105.jpg
PRD-0106,Industrial,413.04,"Super okazja! Produkt PRD-0106. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0106.jpg
PRD-0107,Automotive,475.4,"Super okazja! Produkt PRD-0107. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0107.jpg
PRD-0108,Fashion,365.6,"Super okazja! Produkt PRD-0108. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0108.jpg
PRD-0109,Automotive,310.57,"Super okazja! Produkt PRD-0109. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0109.jpg
PRD-0110,Automotive,214.94,"Super okazja! Produkt PRD-0110. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0110.jpg
PRD-0111,Electronics,467.04,"Super okazja! Produkt PRD-0111. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0111.jpg
PRD-0112,Automotive,434.37,"Super okazja! Produkt PRD-0112. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0112.jpg
PRD-0113,Industrial,32.16,"Super okazja! Produkt PRD-0113. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0113.jpg
PRD-0114,Automotive,22.92,"Super okazja! Produkt PRD-0114. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0114.jpg
PRD-0115,Electronics,194.47,"Super okazja! Produkt PRD-0115. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0115.jpg
PRD-0116,Industrial,407.17,"Super okazja! Produkt PRD-0116. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0116.jpg
PRD-0117,Home & Kitchen,493.77,"Super okazja! Produkt PRD-0117. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0117.jpg
PRD-0118,Automotive,83.7,"Super okazja! Produkt PRD-0118. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0118.jpg
PRD-0119,Electronics,301.12,"Super okazja! Produkt PRD-0119. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0119.jpg
PRD-0120,Home & Kitchen,196.64,"Super okazja! Produkt PRD-0120. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0120.jpg
PRD-0121,Home & Kitchen,485.26,"Super okazja! Produkt PRD-0121. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0121.jpg
PRD-0122,Fashion,422.64,"Super okazja! Produkt PRD-0122. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0122.jpg
PRD-0123,Industrial,420.78,"Super okazja! Produkt PRD-0123. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0123.jpg
PRD-0124,Automotive,239.66,"Super okazja! Produkt PRD-0124. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0124.jpg
PRD-0125,Electronics,213.26,"Super okazja! Produkt PRD-0125. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0125.jpg
PRD-0126,Fashion,143.97,"Super okazja! Produkt PRD-0126. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0126.jpg
PRD-0127,Industrial,37.62,"Super okazja! Produkt PRD-0127. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0127.jpg
PRD-0128,Fashion,433.71,"Super okazja! Produkt PRD-0128. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0128.jpg
PRD-0129,Industrial,408.32,"Super okazja! Produkt PRD-0129. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0129.jpg
PRD-0130,Industrial,499.86,"Super okazja! Produkt PRD-0130. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0130.jpg
PRD-0131,Automotive,498.35,"Super okazja! Produkt PRD-0131. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0131.jpg
PRD-0132,Industrial,282.16,"Super okazja! Produkt PRD-0132. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0132.jpg
PRD-0133,Fashion,386.8,"Super okazja! Produkt PRD-0133. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0133.jpg
PRD-0134,Industrial,472.94,"Super okazja! Produkt PRD-0134. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0134.jpg
PRD-0135,Automotive,426.33,"Super okazja! Produkt PRD-0135. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0135.jpg
PRD-0136,Automotive,131.2,"Super okazja! Produkt PRD-0136. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0136.jpg
PRD-0137,Fashion,230.77,"Super okazja! Produkt PRD-0137. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0137.jpg
PRD-0138,Home & Kitchen,73.29,"Super okazja! Produkt PRD-0138. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0138.jpg
PRD-0139,Home & Kitchen,477.49,"Super okazja! Produkt PRD-0139. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0139.jpg
PRD-0140,Industrial,307.03,"Super okazja! Produkt PRD-0140. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0140.jpg
PRD-0141,Electronics,122.03,"Super okazja! Produkt PRD-0141. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0141.jpg
PRD-0142,Industrial,339.13,"Super okazja! Produkt PRD-0142. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0142.jpg
PRD-0143,Fashion,312.88,"Super okazja! Produkt PRD-0143. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0143.jpg
PRD-0144,Fashion,185.5,"Super okazja! Produkt PRD-0144. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0144.jpg
PRD-0145,Fashion,65.64,"Super okazja! Produkt PRD-0145. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0145.jpg
PRD-0146,Fashion,339.07,"Super okazja! Produkt PRD-0146. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0146.jpg
PRD-0147,Fashion,264.95,"Super okazja! Produkt PRD-0147. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0147.jpg
PRD-0148,Automotive,388.44,"Super okazja! Produkt PRD-0148. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0148.jpg
PRD-0149,Home & Kitchen,264.88,"Super okazja! Produkt PRD-0149. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0149.jpg
PRD-0150,Fashion,427.57,"Super okazja! Produkt PRD-0150. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0150.jpg
PRD-0151,Electronics,280.43,"Super okazja! Produkt PRD-0151. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0151.jpg
PRD-0152,Electronics,284.86,"Super okazja! Produkt PRD-0152. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0152.jpg
PRD-0153,Electronics,439.56,"Super okazja! Produkt PRD-0153. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0153.jpg
PRD-0154,Electronics,207.71,"Super okazja! Produkt PRD-0154. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0154.jpg
PRD-0155,Automotive,75.67,"Super okazja! Produkt PRD-0155. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0155.jpg
PRD-0156,Electronics,24.1,"Super okazja! Produkt PRD-0156. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0156.jpg
PRD-0157,Fashion,380.02,"Super okazja! Produkt PRD-0157. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0157.jpg
PRD-0158,Industrial,313.95,"Super okazja! Produkt PRD-0158. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0158.jpg
PRD-0159,Electronics,355.0,"Super okazja! Produkt PRD-0159. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0159.jpg
PRD-0160,Automotive,114.35,"Super okazja! Produkt PRD-0160. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0160.jpg
PRD-0161,Automotive,76.82,"Super okazja! Produkt PRD-0161. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0161.jpg
PRD-0162,Electronics,17.13,"Super okazja! Produkt PRD-0162. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0162.jpg
PRD-0163,Industrial,181.79,"Super okazja! Produkt PRD-0163. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0163.jpg
PRD-0164,Electronics,299.06,"Super okazja! Produkt PRD-0164. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0164.jpg
PRD-0165,Automotive,202.2,"Super okazja! Produkt PRD-0165. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0165.jpg
PRD-0166,Home & Kitchen,224.36,"Super okazja! Produkt PRD-0166. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0166.jpg
PRD-0167,Fashion,453.04,"Super okazja! Produkt PRD-0167. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0167.jpg
PRD-0168,Automotive,180.65,"Super okazja! Produkt PRD-0168. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0168.jpg
PRD-0169,Electronics,261.85,"Super okazja! Produkt PRD-0169. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0169.jpg
PRD-0170,Fashion,393.99,"Super okazja! Produkt PRD-0170. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0170.jpg
PRD-0171,Electronics,204.31,"Super okazja! Produkt PRD-0171. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0171.jpg
PRD-0172,Electronics,314.82,"Super okazja! Produkt PRD-0172. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0172.jpg
PRD-0173,Home & Kitchen,432.56,"Super okazja! Produkt PRD-0173. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0173.jpg
PRD-0174,Fashion,475.27,"Super okazja! Produkt PRD-0174. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0174.jpg
PRD-0175,Fashion,82.07,"Super okazja! Produkt PRD-0175. Stan idealny, szybka wysyłka. Idealne do domowego użytku.",data/raw/images/img_0175.jpg
