order_id,product_id,timestamp,quantity,discount_applied,customer_rating
ORD-0000166,PRD-0039,2026-08-31 17:00:00,3,0.2,1
ORD-0000167,PRD-0291,2026-01-06 02:00:00,3,0.1,5
ORD-0000168,PRD-0131,2026-06-04 23:00:00,3,0.0,4
ORD-0000169,PRD-0498,2026-03-01 20:00:00,2,0.0,5
ORD-0000170,PRD-0229,2026-02-18 10:00:00,3,0.0,4
ORD-0000171,PRD-0108,2026-05-18 12:00:00,2,0.05,1
ORD-0000172,PRD-0172,2026-05-20 09:00:00,3,0.0,3
ORD-0000173,PRD-0435,2026-04-14 14:00:00,1,0.05,5
ORD-0000174,PRD-0478,2026-01-24 09:00:00,3,0.0,4
ORD-0000175,PRD-0102,2026-06-15 21:00:00,1,0.0,3
ORD-0000176,PRD-0354,2026-03-14 09:00:00,2,0.0,3
ORD-0000177,PRD-0012,2026-02-07 16:00:00,3,0.0,4
ORD-0000178,PRD-0275,2026-05-29 02:00:00,4,0.05,1
ORD-0000179,PRD-0101,2026-07-07 02:00:00,2,0.0,5
ORD-0000180,PRD-0044,2026-03-13 22:00:00,3,0.05,4
ORD-0000181,PRD-0443,2026-05-02 19:00:00,2,0.0,5
ORD-0000182,PRD-0305,2026-05-28 03:00:00,4,0.0,3
ORD-0000183,PRD-0445,2026-06-12 18:00:00,3,0.05,4
ORD-0000184,PRD-0017,2026-08-31 04:00:00,4,0.0,5
ORD-0000185,PRD-0330,2026-02-08 22:00:00,3,0.05,2
ORD-0000186,PRD-0057,2026-08-05 13:00:00,1,0.1,4
ORD-0000187,PRD-0311,2026-08-19 11:00:00,2,0.1,4
ORD-0000188,PRD-0497,2026-01-04 02:00:00,4,0.0,4
ORD-0000189,PRD-0303,2026-01-13 06:00:00,2,0.0,5
ORD-0000190,PRD-0012,2026-01-01 20:00:00,4,0.05,5
ORD-0000191,PRD-0318,2026-05-16 02:00:00,2,0.05,5
ORD-0000192,PRD-0080,2026-02-13 06:00:00,2,0.05,3
ORD-0000193,PRD-0216,2026-08-11 02:00:00,2,0.0,4
ORD-0000194,PRD-0339,2026-07-13 23:00:00,1,0.0,4
ORD-0000195,PRD-0264,2026-02-16 05:00:00,3,0.0,5
ORD-0000196,PRD-0479,2026-08-08 12:00:00,1,0.05,4
ORD-0000197,PRD-0149,2026-06-07 03:00:00,2,0.0,4
ORD-0000198,PRD-0081,2026-01-16 11:00:00,4,0.0,5
ORD-0000199,PRD-0215,2026-07-24 17:00:00,2,0.05,2
ORD-0000200,PRD-0485,2026-02-18 22:00:00,3,0.0,5
ORD-0000201,PRD-0374,2026-02-18 12:00:00,1,0.0,3
ORD-0000202,PRD-0464,2026-02-15 12:00:00,3,0.0,5
ORD-0000203,PRD-0198,2026-02-23 11:00:00,4,0.0,4
ORD-0000204,PRD-0200,2026-03-25 19:00:00,3,0.0,5
ORD-0000205,PRD-0025,2026-02-05 05:00:00,1,0.0,2
ORD-0000206,PRD-0466,2026-03-24 23:00:00,4,0.0,4
ORD-0000207,PRD-0089,2026-01-22 16:00:00,3,0.0,4
ORD-0000208,PRD-0268,2026-07-06 02:00:00,1,0.0,5
ORD-0000209,PRD-0143,2026-08-19 18:00:00,1,0.05,5
ORD-0000210,PRD-0059,2026-06-24 20:00:00,2,0.0,3
ORD-0000211,PRD-0410,2026-07-18 04:00:00,3,0.0,5
ORD-0000212,PRD-0489,2026-08-29 17:00:00,4,0.0,5
ORD-0000213,PRD-0365,2026-01-11 02:00:00,2,0.0,3
ORD-0000214,PRD-0026,2026-04-27 16:00:00,3,0.0,3
ORD-0000215,PRD-0047,2026-07-11 23:00:00,3,0.0,5
ORD-0000216,PRD-0288,2026-05-01 16:00:00,4,0.05,4
ORD-0000217,PRD-0266,2026-04-19 10:00:00,2,0.0,3
ORD-0000218,PRD-0016,2026-04-05 17:00:00,2,0.1,4
ORD-0000219,PRD-0199,2026-03-06 05:00:00,4,0.0,4
ORD-0000220,PRD-0401,2026-04-26 05:00:00,2,0.0,5
ORD-0000221,PRD-0407,2026-03-30 02:00:00,1,0.0,4
ORD-0000222,PRD-0282,2026-07-07 03:00:00,4,0.05,4
ORD-0000223,PRD-0469,2026-07-16 03:00:00,3,0.0,3
ORD-0000224,PRD-0086,2026-05-09 11:00:00,4,0.0,4
ORD-0000225,PRD-0250,2026-08-12 04:00:00,1,0.0,2
ORD-0000226,PRD-0391,2026-03-19 09:00:00,4,0.0,5
ORD-0000227,PRD-0270,2026-02-02 01:00:00,3,0.2,3
ORD-0000228,PRD-0335,2026-03-01 06:00:00,3,0.0,5
ORD-0000229,PRD-0117,2026-01-17 22:00:00,4,0.05,4
ORD-0000230,PRD-0007,2026-05-04 20:00:00,4,0.05,4
ORD-0000231,PRD-0137,2026-03-20 00:00:00,1,0.0,4
ORD-0000232,PRD-0371,2026-08-22 07:00:00,1,0.0,5
ORD-0000233,PRD-0176,2026-04-23 06:00:00,3,0.05,5
ORD-0000234,PRD-0328,2026-04-05 13:00:00,2,0.0,4
ORD-0000235,PRD-0498,2026-08-08 19:00:00,2,0.0,4
ORD-0000236,PRD-0315,2026-07-17 21:00:00,2,0.05,5
ORD-0000237,PRD-0215,2026-02-19 05:00:00,2,0.05,3
ORD-0000238,PRD-0477,2026-07-31 08:00:00,3,0.05,5
ORD-0000239,PRD-0082,2026-03-01 23:00:00,2,0.05,2
ORD-0000240,PRD-0223,2026-05-08 05:00:00,2,0.0,5
ORD-0000241,PRD-0478,2026-08-16 15:00:00,4,0.0,5
ORD-0000242,PRD-0372,2026-05-19 21:00:00,2,0.0,3
ORD-0000243,PRD-0423,2026-05-01 17:00:00,4,0.05,5
ORD-0000244,PRD-0483,2026-05-01 23:00:00,3,0.2,4
ORD-0000245,PRD-0402,2026-01-10 12:00:00,4,0.0,4
ORD-0000246,PRD-0443,2026-06-14 23:00:00,1,0.0,4
ORD-0000247,PRD-0490,2026-03-20 21:00:00,4,0.0,4
ORD-0000248,PRD-0103,2026-02-24 17:00:00,2,0.1,2
ORD-0000249,PRD-0273,2026-02-14 14:00:00,4,0.0,5
ORD-0000250,PRD-0014,2026-02-10 14:00:00,4,0.0,5
ORD-0000251,PRD-0159,2026-03-14 10:00:00,3,0.2,3
ORD-0000252,PRD-0152,2026-05-17 21:00:00,3,0.1,5
ORD-0000253,PRD-0483,2026-02-01 13:00:00,2,0.0,4
ORD-0000254,PRD-0108,2026-05-09 23:00:00,1,0.2,5
ORD-0000255,PRD-0188,2026-01-14 08:00:00,1,0.0,4
ORD-0000256,PRD-0301,2026-04-07 17:00:00,4,0.0,5
ORD-0000257,PRD-0098,2026-01-24 03:00:00,1,0.0,5
ORD-0000258,PRD-0131,2026-07-25 19:00:00,3,0.1,5
ORD-0000259,PRD-0293,2026-08-15 08:00:00,2,0.05,4
ORD-0000260,PRD-0171,2026-02-27 18:00:00,2,0.0,4
ORD-0000261,PRD-0424,2026-07-18 11:00:00,3,0.2,4
ORD-0000262,PRD-0474,2026-05-07 23:00:00,2,0.0,3
ORD-0000263,PRD-0183,2026-04-12 03:00:00,4,0.05,4
ORD-0000264,PRD-0471,2026-03-25 12:00:00,2,0.05,5
ORD-0000265,PRD-0364,2026-03-22 10:00:00,1,0.0,5
ORD-0000266,PRD-0039,2026-07-21 17:00:00,2,0.0,4
ORD-0000267,PRD-0015,2026-07-18 18:00:00,2,0.1,4
ORD-0000268,PRD-0376,2026-04-01 03:00:00,3,0.0,5
ORD-0000269,PRD-0497,2026-08-04 01:00:00,3,0.05,5
ORD-0000270,PRD-0004,2026-06-11 03:00:00,1,0.0,4
ORD-0000271,PRD-0349,2026-04-12 02:00:00,3,0.05,1
ORD-0000272,PRD-0470,2026-06-08 01:00:00,1,0.0,5
ORD-0000273,PRD-0409,2026-04-15 17:00:00,4,0.0,5
ORD-0000274,PRD-0397,2026-06-08 11:00:00,1,0.0,1
ORD-0000275,PRD-0210,2026-04-07 23:00:00,2,0.1,5
ORD-0000276,PRD-0161,2026-01-26 17:00:00,1,0.0,5
ORD-0000277,PRD-0016,2026-04-01 05:00:00,4,0.0,4
ORD-0000278,PRD-0493,2026-05-18 20:00:00,2,0.2,5
ORD-0000279,PRD-0426,2026-02-11 08:00:00,1,0.05,4
ORD-0000280,PRD-0108,2026-08-15 00:00:00,3,0.0,5
ORD-0000281,PRD-0382,2026-02-27 09:00:00,3,0.2,5
ORD-0000282,PRD-0450,2026-07-02 13:00:00,3,0.05,4
ORD-0000283,PRD-0311,2026-05-13 06:00:00,1,0.0,5
ORD-0000284,PRD-0227,2026-07-19 06:00:00,1,0.0,5
ORD-0000285,PRD-0170,2026-02-24 09:00:00,4,0.05,5
ORD-0000286,PRD-0034,2026-08-20 16:00:00,2,0.05,4
ORD-0000287,PRD-0414,2026-07-21 09:00:00,2,0.0,2
ORD-0000288,PRD-0251,2026-05-09 06:00:00,2,0.0,5
ORD-0000289,PRD-0247,2026-04-22 22:00:00,2,0.0,5
ORD-0000290,PRD-0269,2026-05-05 07:00:00,1,0.0,5
ORD-0000291,PRD-0141,2026-04-16 03:00:00,1,0.0,3
ORD-0000292,PRD-0274,2026-05-30 06:00:00,4,0.0,4
ORD-0000293,PRD-0416,2026-03-03 21:00:00,2,0.05,3
ORD-0000294,PRD-0096,2026-03-29 12:00:00,1,0.05,5
ORD-0000295,PRD-0227,2026-07-10 21:00:00,1,0.0,5
ORD-0000296,PRD-0379,2026-06-04 19:00:00,1,0.0,5
ORD-0000297,PRD-0039,2026-08-22 17:00:00,1,0.0,3
ORD-0000298,PRD-0302,2026-03-25 09:00:00,2,0.0,3
ORD-0000299,PRD-0500,2026-02-27 19:00:00,2,0.2,5
ORD-0000300,PRD-0029,2026-05-13 15:00:00,1,0.05,5
ORD-0000301,PRD-0446,2026-02-12 22:00:00,3,0.0,5
ORD-0000302,PRD-0497,2026-03-15 13:00:00,4,0.0,4
ORD-0000303,PRD-0477,2026-07-18 11:00:00,2,0.0,4
ORD-0000304,PRD-0318,2026-02-20 20:00:00,2,0.05,1
ORD-0000305,PRD-0245,2026-07-25 10:00:00,3,0.0,5
ORD-0000306,PRD-0236,2026-07-27 03:00:00,2,0.1,4
ORD-0000307,PRD-0185,2026-06-08 14:00:00,3,0.05,5
ORD-0000308,PRD-0272,2026-04-11 14:00:00,3,0.0,5
ORD-0000309,PRD-0440,2026-08-01 09:00:00,1,0.1,4
ORD-0000310,PRD-0236,2026-07-01 01:00:00,2,0.05,4
ORD-0000311,PRD-0239,2026-03-09 10:00:00,4,0.05,5
ORD-0000312,PRD-0377,2026-02-22 15:00:00,3,0.2,1
ORD-0000313,PRD-0266,2026-02-06 07:00:00,4,0.0,4
ORD-0000314,PRD-0414,2026-02-04 18:00:00,1,0.0,5
ORD-0000315,PRD-0409,2026-04-28 14:00:00,2,0.1,5
ORD-0000316,PRD-0359,2026-02-08 06:00:00,1,0.05,5
ORD-0000317,PRD-0340,2026-03-13 20:00:00,1,0.2,4
ORD-0000318,PRD-0389,2026-04-11 13:00:00,4,0.0,5
ORD-0000319,PRD-0065,2026-02-24 17:00:00,4,0.05,4
ORD-0000320,PRD-0478,2026-07-07 10:00:00,3,0.0,4
ORD-0000321,PRD-0177,2026-03-29 17:00:00,2,0.0,3
ORD-0000322,PRD-0003,2026-04-18 00:00:00,1,0.0,3
ORD-0000323,PRD-0429,2026-08-14 23:00:00,3,0.0,5
ORD-0000324,PRD-0142,2026-02-17 10:00:00,3,0.0,5
ORD-0000325,PRD-0376,2026-01-09 17:00:00,1,0.05,5
ORD-0000326,PRD-0158,2026-02-14 08:00:00,1,0.0,5
ORD-0000327,PRD-0498,2026-07-24 15:00:00,3,0.0,4
ORD-0000328,PRD-0324,2026-04-03 12:00:00,1,0.0,1
ORD-0000329,PRD-0146,2026-01-10 17:00:00,1,0.0,5
ORD-0000330,PRD-0446,2026-02-03 00:00:00,4,0.2,5
ORD-0000331,PRD-0293,2026-08-26 21:00:00,2,0.0,4
ORD-0000332,PRD-0153,2026-05-10 14:00:00,3,0.0,2
ORD-0000333,PRD-0432,2026-04-01 06:00:00,1,0.1,4
ORD-0000334,PRD-0193,2026-01-14 22:00:00,3,0.05,4
ORD-0000335,PRD-0437,2026-02-26 15:00:00,2,0.05,4
ORD-0000336,PRD-0494,2026-08-27 23:00:00,3,0.05,4
ORD-0000337,PRD-0463,2026-08-05 09:00:00,3,0.2,4
ORD-0000338,PRD-0073,2026-02-20 14:00:00,3,0.0,4
ORD-0000339,PRD-0399,2026-07-04 03:00:00,4,0.2,4
ORD-0000340,PRD-0305,2026-01-12 19:00:00,2,0.1,5
ORD-0000341,PRD-0377,2026-01-09 20:00:00,2,0.0,5
ORD-0000342,PRD-0344,2026-03-11 02:00:00,3,0.05,5
ORD-0000343,PRD-0452,2026-06-19 22:00:00,3,0.05,5
ORD-0000344,PRD-0140,2026-07-29 08:00:00,2,0.0,5
ORD-0000345,PRD-0187,2026-07-21 23:00:00,1,0.0,4
ORD-0000346,PRD-0293,2026-03-01 01:00:00,4,0.2,4
ORD-0000347,PRD-0061,2026-04-10 10:00:00,2,0.0,5
ORD-0000348,PRD-0485,2026-08-03 05:00:00,3,0.0,5
ORD-0000349,PRD-0427,2026-03-16 18:00:00,1,0.05,4
ORD-0000350,PRD-0380,2026-01-05 08:00:00,1,0.0,5
ORD-0000351,PRD-0198,2026-08-21 17:00:00,1,0.0,4
ORD-0000352,PRD-0295,2026-08-21 10:00:00,4,0.05,4
ORD-0000353,PRD-0440,2026-08-20 07:00:00,4,0.05,4
ORD-0000354,PRD-0319,2026-07-22 17:00:00,2,0.0,4
ORD-0000355,PRD-0302,2026-06-12 05:00:00,2,0.2,1
ORD-0000356,PRD-0344,2026-06-10 05:00:00,2,0.0,5
ORD-0000357,PRD-0011,2026-06-03 18:00:00,2,0.0,4
ORD-0000358,PRD-0062,2026-05-18 04:00:00,3,0.0,2
ORD-0000359,PRD-0333,2026-01-16 18:00:00,4,0.05,2
ORD-0000360,PRD-0226,2026-05-18 05:00:00,1,0.0,5
ORD-0000361,PRD-0153,2026-05-19 17:00:00,3,0.0,5
ORD-0000362,PRD-0199,2026-07-20 08:00:00,2,0.1,3
ORD-0000363,PRD-0052,2026-05-24 06:00:00,2,0.0,2
ORD-0000364,PRD-0260,2026-08-16 20:00:00,3,0.05,4
ORD-0000365,PRD-0059,2026-01-10 08:00:00,1,0.0,5
ORD-0000366,PRD-0072,2026-01-31 17:00:00,4,0.2,4
ORD-0000367,PRD-0148,2026-01-10 19:00:00,4,0.0,4
ORD-0000368,PRD-0349,2026-06-28 06:00:00,1,0.0,4
ORD-0000369,PRD-0063,2026-01-30 15:00:00,4,0.0,4
ORD-0000370,PRD-0310,2026-03-20 16:00:00,2,0.1,5
ORD-0000371,PRD-0373,2026-07-16 14:00:00,2,0.1,1
ORD-0000372,PRD-0243,2026-02-22 11:00:00,2,0.0,4
ORD-0000373,PRD-0493,2026-08-07 14:00:00,2,0.05,5
ORD-0000374,PRD-0366,2026-02-01 04:00:00,1,0.0,5
ORD-0000375,PRD-0330,2026-06-16 02:00:00,4,0.2,3
ORD-0000376,PRD-0107,2026-05-28 23:00:00,4,0.2,5
ORD-0000377,PRD-0226,2026-01-22 05:00:00,3,0.2,5
ORD-0000378,PRD-0313,2026-08-25 07:00:00,1,0.1,4
ORD-0000379,PRD-0218,2026-03-17 23:00:00,4,0.2,4
ORD-0000380,PRD-0425,2026-07-23 08:00:00,4,0.0,4
ORD-0000381,PRD-0241,2026-05-03 13:00:00,3,0.1,3
ORD-0000382,PRD-0259,2026-06-26 08:00:00,2,0.05,4
ORD-0000383,PRD-0376,2026-03-30 22:00:00,4,0.2,5
ORD-0000384,PRD-0262,2026-03-16 01:00:00,2,0.0,5
ORD-0000385,PRD-0005,2026-02-20 22:00:00,3,0.0,4
ORD-0000386,PRD-0261,2026-08-15 05:00:00,4,0.0,4
ORD-0000387,PRD-0054,2026-06-02 19:00:00,2,0.05,4
